Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps,Remaining_Days,Goal_Distance,Goal_Time,Fatigue
Running,9/25/18 16:30,Baltimore Running,2.48,184,0:16:32,138,160,178,190,6:40,5:14,276,298,1.35,00:00.0,3,479,42195,12632,35.59089722114385
Running,9/24/18 16:40,Baltimore Running,10.05,725,1:03:48,149,183,180,192,6:21,4:06,651,662,1.42,00:00.0,11,240,42195,12632,0.25159886207223314
Running,9/23/18 9:12,Baltimore Running,17.25,818,1:53:00,131,158,178,194,6:33,4:46,"1,041","1,055",1.38,00:00.0,18,214,42195,12632,55.17861119999138
Running,9/22/18 9:42,West Pennsboro Running,2.37,221,0:17:03,152,181,174,190,7:11,5:13,138,148,1.29,00:00.0,3,240,42195,12632,86.20637061768419
Running,9/21/18 16:28,Baltimore Running,6.07,434,0:45:28,136,154,172,210,7:29,6:10,315,307,1.24,00:00.0,7,525,42195,12632,46.8159272770474
Running,9/20/18 16:37,Baltimore Running,8.99,570,1:06:41,133,163,172,210,7:25,4:12,563,559,1.25,00:00.0,9,472,42195,12632,72.42747776972428
Running,9/19/18 15:21,Baltimore Running,6.83,466,0:49:56,136,153,176,184,7:19,5:22,434,447,1.25,00:00.0,7,549,42195,12632,81.17262391947563
Running,9/18/18 17:54,Baltimore Running,1.16,114,0:10:23,137,149,170,176,8:59,7:33,74,37,1.05,00:00.0,2,565,42195,12632,66.29378902303236
Running,9/18/18 17:44,Baltimore Running,0.5,50,03:24.8,168,187,174,202,6:46,4:03,8,14,1.37,00:00.0,1,583,42195,12632,44.30108729136904
Running,9/18/18 17:36,Baltimore Running,1.02,81,05:20.2,178,189,182,192,5:13,4:55,32,36,1.69,00:00.0,2,438,42195,12632,89.11281597663135
Running,9/18/18 17:26,Baltimore Running,1.52,129,08:10.1,180,189,182,186,5:22,4:52,41,48,1.65,00:00.0,2,162,42195,12632,0.3826054543993207
Running,9/18/18 17:17,Baltimore Running,1.54,120,07:49.2,179,188,186,192,5:05,4:54,42,49,1.71,00:00.0,2,12,42195,12632,84.25960842378676
Running,9/18/18 17:06,Baltimore Running,1.8,137,09:34.3,165,182,184,212,5:20,4:00,54,61,1.64,00:00.0,2,122,42195,12632,56.240590850832426
Running,9/18/18 16:41,Baltimore Running,2.07,135,0:13:43,131,161,178,190,6:37,4:48,78,113,1.37,00:00.0,3,438,42195,12632,13.062837977590835
Running,9/17/18 16:31,Baltimore Running,10.05,758,1:02:55,151,172,178,192,6:16,4:53,823,813,1.44,00:00.0,11,281,42195,12632,40.572399518633816
Running,9/16/18 11:43,Philadelphia Running,17.0,"1,238",1:53:37,151,179,176,186,6:41,4:59,"1,198","1,198",1.37,00:00.0,18,655,42195,12632,39.43519471467184
Running,9/15/18 17:01,Philadelphia Running,10.09,626,1:12:58,133,154,172,180,7:14,4:54,335,334,1.29,00:00.0,11,600,42195,12632,44.52348729340058
Running,9/14/18 8:21,Baltimore Running,1.75,140,0:15:08,129,146,172,182,8:38,6:11,143,53,1.09,00:00.0,2,124,42195,12632,87.63411873558647
Running,9/14/18 7:40,Baltimore Running,5.42,398,0:29:36,165,190,184,192,5:28,4:48,48,52,1.61,00:00.0,6,621,42195,12632,48.17105843447471
Running,9/14/18 7:05,Baltimore Running,2.39,156,0:17:04,129,160,174,188,7:08,4:49,57,146,1.3,00:00.0,3,364,42195,12632,65.13048989516523
Running,9/13/18 16:40,Baltimore Running,9.26,564,1:08:22,133,155,174,182,7:23,5:57,549,542,1.26,00:00.0,10,224,42195,12632,2.2797215531548454
Running,9/12/18 9:18,Baltimore Running,10.01,749,1:07:53,148,172,176,188,6:47,5:26,859,851,1.35,00:00.0,11,511,42195,12632,20.164638820621494
Running,9/10/18 16:39,Baltimore Running,11.0,721,1:08:35,146,169,178,198,6:14,4:20,453,447,1.45,00:00.0,12,425,42195,12632,43.89256262932151
Running,9/9/18 10:17,Baltimore Running,17.71,"1,458",1:56:07,150,177,178,192,6:33,4:10,"1,067","1,073",1.39,00:00.0,18,614,42195,12632,99.78020409530801
Running,9/6/18 16:46,Baltimore Running,10.04,946,1:12:10,150,180,176,216,7:11,4:23,810,808,1.27,00:00.0,11,640,42195,12632,29.552002853468885
Running,9/5/18 17:29,Baltimore Running,11.19,964,1:19:03,145,178,176,186,7:04,5:50,591,582,1.3,00:00.0,12,112,42195,12632,61.694455145275825
Running,9/4/18 17:36,Baltimore Running,3.27,290,0:23:53,139,158,174,182,7:18,5:56,336,343,1.26,00:00.0,4,549,42195,12632,71.0607519692762
Running,9/4/18 8:18,Baltimore Running,0.56,63,05:30.8,131,166,166,180,9:48,6:58,64,120,0.99,00:00.0,1,218,42195,12632,2.668835746625098
Running,9/4/18 8:06,Baltimore Running,0.48,43,02:43.1,173,189,184,196,5:42,4:47,29,26,1.54,00:00.0,1,433,42195,12632,39.2513819717481
Running,9/4/18 8:01,Baltimore Running,0.47,43,02:44.0,170,184,184,192,5:46,4:48,14,14,1.52,00:00.0,1,272,42195,12632,94.19688852920221
Running,9/4/18 7:35,Baltimore Running,3.26,304,0:18:38,175,192,184,208,5:43,4:12,438,436,1.53,00:00.0,4,418,42195,12632,65.72673492284932
Running,9/4/18 7:04,Baltimore Running,2.41,183,0:17:11,130,184,178,192,7:07,4:54,219,268,1.27,00:00.0,3,45,42195,12632,48.299724414049386
Running,9/3/18 18:35,Baltimore Running,2.99,282,0:24:57,131,172,172,178,8:20,6:26,191,190,1.12,00:00.0,3,363,42195,12632,35.66962781821621
Running,9/3/18 17:10,Baltimore Running,7.01,557,0:48:42,145,187,178,192,6:57,5:21,392,385,1.31,00:00.0,8,506,42195,12632,58.80873152262887
Running,9/2/18 10:13,Baltimore Running,17.06,"1,619",1:56:08,157,184,176,192,6:48,4:43,"1,036","1,030",1.34,00:00.0,18,609,42195,12632,16.83971983135728
Running,9/1/18 12:03,Baltimore Running,0.97,87,08:01.6,126,144,170,178,8:19,5:51,19,19,1.14,00:00.0,1,342,42195,12632,37.04337506952139
Running,9/1/18 10:39,Baltimore Running,9.31,715,1:09:22,133,164,172,194,7:27,5:07,833,830,1.25,00:00.0,10,302,42195,12632,56.60051708254641
Running,8/30/18 16:46,Baltimore Running,10.11,797,1:16:20,134,151,174,186,7:33,5:40,530,520,1.22,00:00.0,11,304,42195,12632,71.92953660125957
Running,8/30/18 9:56,Baltimore Running,4.03,362,0:30:37,136,176,174,180,7:36,5:43,495,486,1.22,00:00.0,5,170,42195,12632,7.997675696332651
Running,8/29/18 9:39,Baltimore County Running,10.17,868,1:05:12,153,186,178,194,6:25,4:37,781,794,1.41,00:00.0,11,307,42195,12632,77.28924192003619
Running,8/28/18 16:02,Baltimore Running,4.01,358,0:31:53,132,151,174,182,7:58,6:46,470,466,1.17,00:00.0,5,165,42195,12632,52.14196913079775
Running,8/28/18 8:17,Baltimore Running,2.69,284,0:24:40,133,147,168,194,9:10,4:05,161,113,1.04,00:00.0,3,628,42195,12632,10.920448696156871
Running,8/28/18 8:00,Baltimore Running,2.07,166,09:39.3,179,193,194,212,4:39,4:17,57,64,1.79,00:00.0,3,686,42195,12632,73.14519242155761
Running,8/28/18 7:22,Baltimore Running,1.99,162,0:14:05,132,163,180,192,7:05,4:54,88,128,1.26,00:00.0,2,11,42195,12632,22.302667684413258
Running,8/27/18 17:02,Baltimore Running,10.03,944,1:10:40,148,169,176,186,7:03,5:10,537,530,1.3,00:00.0,11,386,42195,12632,75.6456174618913
Running,8/26/18 9:26,Howard County Running,17.09,"1,492",1:54:54,149,182,176,194,6:43,4:56,685,690,1.36,00:00.0,18,353,42195,12632,87.18175503424207
Running,8/25/18 16:22,Baltimore Running,2.61,217,0:19:56,129,143,174,182,7:38,6:53,151,165,1.21,00:00.0,3,307,42195,12632,92.59202982906356
Running,8/25/18 16:07,Baltimore Running,0.43,43,03:37.8,132,154,174,180,8:22,4:12,3,43,1.11,00:00.0,1,461,42195,12632,27.982727889482696
Running,8/25/18 10:46,Baltimore Running,10.97,883,1:17:47,139,170,176,204,7:06,4:04,819,834,1.29,00:00.0,11,473,42195,12632,69.27765139799294
Running,8/24/18 9:58,Baltimore Running,1.85,197,0:15:41,138,148,172,180,8:28,7:32,155,62,1.1,00:00.0,2,32,42195,12632,31.21244953956941
Running,8/24/18 9:18,Baltimore Running,5.46,471,0:28:36,174,186,184,196,5:15,4:45,65,68,1.67,00:00.0,6,151,42195,12632,85.55277228039864
Running,8/23/18 11:04,Wicomico County Running,10.01,771,1:07:50,137,178,176,192,6:47,5:47,32,34,1.35,00:00.0,11,170,42195,12632,42.43884785771817
Running,8/22/18 16:32,Baltimore Running,11.0,865,1:16:52,139,174,176,202,6:59,3:57,927,922,1.31,00:00.0,12,460,42195,12632,61.26730210734708
Running,8/21/18 16:42,Baltimore Running,3.98,329,0:27:47,137,156,178,190,6:59,6:07,202,195,1.3,00:00.0,4,8,42195,12632,71.22448606394642
Running,8/21/18 11:06,Baltimore Running,1.88,190,0:17:12,130,157,168,176,9:09,7:20,202,208,1.04,00:00.0,2,270,42195,12632,27.789964514053935
Running,8/21/18 10:36,Baltimore Running,2.3,217,0:13:13,176,186,182,194,5:44,4:31,172,172,1.54,00:00.0,3,309,42195,12632,69.88329695828793
Running,8/21/18 10:20,Baltimore Running,2.31,204,0:12:50,172,187,184,198,5:34,4:47,172,172,1.58,00:00.0,3,637,42195,12632,56.896529326920046
Running,8/21/18 9:49,Baltimore Running,2.8,233,0:19:31,137,168,178,194,6:59,1:02,262,266,1.29,00:00.0,3,237,42195,12632,19.073954857148156
Running,8/20/18 9:50,Baltimore Running,10.99,888,1:08:39,154,173,180,194,6:15,4:39,541,542,1.42,00:00.0,11,312,42195,12632,22.401605766970324
Running,8/19/18 9:18,Baltimore Running,16.66,"1,324",1:58:59,145,167,176,190,7:08,5:52,"1,000",991,1.28,00:00.0,17,252,42195,12632,64.4674921545312
Running,8/18/18 16:18,Baltimore Running,5.05,442,0:35:32,144,164,176,184,7:02,5:41,259,249,1.3,00:00.0,6,382,42195,12632,82.45725632313015
Running,8/18/18 10:37,Baltimore Running,1.32,158,0:12:04,146,158,168,174,9:09,5:31,196,161,1.05,00:00.0,2,414,42195,12632,35.67671001612206
Running,8/18/18 9:53,Baltimore Running,5.95,585,0:35:01,177,192,180,196,5:53,4:57,297,257,1.52,00:00.0,6,162,42195,12632,80.0017369332929
Running,8/18/18 9:31,Baltimore Running,2.07,180,0:14:51,137,170,178,198,7:11,5:20,214,250,1.26,00:00.0,3,332,42195,12632,85.24497035410742
Running,8/17/18 11:29,Baltimore Running,2.2,228,0:16:55,148,161,172,182,7:40,6:34,172,179,1.21,00:00.0,3,99,42195,12632,92.98788673849559
Running,8/17/18 10:21,Baltimore Running,7.71,739,0:55:44,148,167,176,190,7:14,5:59,592,586,1.26,00:00.0,8,316,42195,12632,27.714061177126904
Running,8/16/18 17:00,Baltimore Running,10.01,927,1:08:57,150,168,176,190,6:54,5:35,869,858,1.32,00:00.0,11,92,42195,12632,26.957969829020623
Running,8/15/18 16:50,Baltimore Running,11.2,"1,024",1:18:37,149,173,176,190,7:01,5:54,984,974,1.3,00:00.0,12,477,42195,12632,47.24156459209515
Running,8/14/18 18:11,Baltimore Running,11.06,961,1:08:37,158,180,180,196,6:12,4:57,580,574,1.45,00:00.0,12,13,42195,12632,33.50898403892207
Running,8/13/18 16:17,Cherry Hill Running,17.0,"1,654",2:00:00,154,194,174,186,7:04,4:58,470,476,1.31,00:00.0,17,456,42195,12632,46.92232083994581
Running,8/12/18 16:32,Cherry Hill Running,3.0,286,0:22:00,140,157,174,182,7:20,6:30,104,104,1.26,00:00.0,3,138,42195,12632,12.079731139651217
Running,8/12/18 8:06,Cherry Hill Running,9.5,802,1:05:49,141,163,176,186,6:56,5:24,340,340,1.32,00:00.0,10,385,42195,12632,6.0686026960196315
Running,8/11/18 12:40,Cherry Hill Running,11.0,905,1:18:34,138,174,174,182,7:08,6:10,317,320,1.29,00:00.0,12,82,42195,12632,19.12222027098767
Running,8/10/18 19:02,Cherry Hill Running,8.4,679,1:01:33,134,154,174,180,7:20,5:53,261,264,1.27,00:00.0,9,561,42195,12632,8.45059651428125
Running,8/10/18 11:36,Cherry Hill Running,5.16,493,0:38:39,141,165,174,182,7:30,6:39,203,207,1.23,00:00.0,6,106,42195,12632,84.34329892745134
Running,8/9/18 19:21,Cherry Hill Running,11.01,943,1:19:03,141,169,174,182,7:11,6:01,494,490,1.29,00:00.0,12,36,42195,12632,73.91225882702007
Running,8/8/18 8:42,Exeter Running,3.56,343,0:36:49,123,154,164,180,10:21,6:40,376,373,0.95,00:00.0,4,686,42195,12632,33.72307790361218
Running,8/7/18 17:40,Rye Running,11.07,978,1:21:07,142,173,174,182,7:19,6:10,128,128,1.27,00:00.0,12,515,42195,12632,96.26917636029265
Running,8/6/18 18:50,New Castle Running,12.08,"1,011",1:26:07,140,160,174,182,7:08,5:25,394,392,1.3,00:00.0,13,240,42195,12632,31.455479088071293
Running,8/5/18 19:39,Cherry Hill Running,10.01,890,1:07:34,149,171,174,180,6:45,5:34,314,311,1.37,00:00.0,11,664,42195,12632,57.034292800940335
Running,8/4/18 8:49,Boulder County Running,8.01,771,0:56:47,152,176,174,182,7:05,5:09,964,955,1.31,00:00.0,9,31,42195,12632,66.59235742188882
Running,8/3/18 17:06,Denver Running,10.03,903,1:08:06,149,166,174,182,6:48,4:10,194,191,1.35,00:00.0,11,89,42195,12632,53.2963211568161
Running,8/2/18 16:13,Denver Running,8.0,733,0:53:19,153,192,178,196,6:40,1:29,105,105,1.35,00:00.0,8,44,42195,12632,15.610049374763435
Running,8/2/18 10:19,Denver Running,4.0,347,0:28:36,136,155,176,182,7:09,0:47,67,67,1.28,00:00.0,5,231,42195,12632,12.836947980724723
Running,8/1/18 18:34,Denver Running,2.92,246,0:20:38,135,148,174,180,7:03,0:42,42,43,1.31,00:00.0,3,320,42195,12632,91.64613656427495
Running,8/1/18 10:11,Denver Running,10.21,906,1:09:53,148,160,174,182,6:51,1:27,167,167,1.35,00:00.0,11,549,42195,12632,72.17136454377922
Running,7/31/18 10:39,Jefferson County Running,10.29,956,1:18:17,146,171,172,182,7:36,5:43,"1,203","1,521",1.22,00:00.0,11,12,42195,12632,70.77939248723446
Running,7/30/18 19:38,Denver Running,9.3,788,1:04:58,142,160,174,180,6:59,2:44,237,237,1.33,00:00.0,10,647,42195,12632,5.576478107581762
Running,7/29/18 16:05,Baltimore Running,3.9,335,0:28:46,135,154,176,184,7:23,5:44,303,83,1.25,00:00.0,4,20,42195,12632,18.621860187104144
Running,7/28/18 15:27,Baltimore Running,4.0,336,0:29:56,132,146,176,188,7:29,6:18,244,241,1.22,00:00.0,4,574,42195,12632,69.18767183013263
Running,7/28/18 9:06,Baltimore Running,9.45,872,1:11:42,142,166,174,184,7:35,5:05,864,872,1.22,00:00.0,10,111,42195,12632,87.64893367358056
Running,7/27/18 19:06,Baltimore Running,9.27,717,1:07:08,135,154,174,184,7:15,5:43,727,733,1.28,00:00.0,10,8,42195,12632,3.596216889206494
Running,7/26/18 18:41,Baltimore Running,12.0,"1,021",1:24:42,144,166,176,184,7:04,5:57,622,619,1.3,00:00.0,12,678,42195,12632,63.498559475240654
Running,7/25/18 19:42,Baltimore Running,2.73,255,0:20:51,140,159,174,182,7:38,6:02,284,198,1.22,00:00.0,3,579,42195,12632,43.21953784235626
Running,7/25/18 19:09,Baltimore Running,5.0,472,0:28:56,172,187,180,192,5:47,4:46,447,479,1.53,00:00.0,5,560,42195,12632,5.7279652596245345
Running,7/25/18 18:50,Baltimore Running,2.22,191,0:15:41,135,153,176,186,7:04,6:14,220,240,1.28,00:00.0,3,48,42195,12632,0.7615502134984631
Running,7/24/18 18:23,Baltimore Running,10.07,861,1:12:16,141,156,174,184,7:10,3:58,657,652,1.28,00:00.0,11,360,42195,12632,93.53447681144584
Running,7/23/18 19:47,Baltimore Running,1.72,167,0:12:58,138,148,168,176,7:33,6:52,29,27,1.27,00:00.0,2,315,42195,12632,0.22948583624186059
Running,7/23/18 18:29,Baltimore Running,9.31,857,0:57:13,160,188,178,188,6:09,5:03,426,426,1.48,00:00.0,10,224,42195,12632,38.3793080707058
Running,7/22/18 9:24,Ocean City Running,16.0,"1,395",1:55:37,143,174,176,184,7:14,5:46,145,145,1.28,00:00.0,16,7,42195,12632,13.850666193323447
Running,7/21/18 18:27,Ocean City Running,3.04,231,0:21:11,129,150,176,184,6:58,4:38,12,12,1.31,00:00.0,4,409,42195,12632,15.802695537731381
Running,7/21/18 8:46,Cherry Hill Running,10.0,837,1:11:26,140,156,176,192,7:09,5:15,221,224,1.28,00:00.0,10,42,42195,12632,65.98513311649299
Running,7/20/18 17:59,Baltimore Running,8.0,688,0:56:41,141,156,174,182,7:05,3:39,433,437,1.31,00:00.0,8,373,42195,12632,83.68835376225658
Running,7/19/18 18:42,Baltimore Running,10.01,814,1:15:24,136,160,172,182,7:32,4:49,884,850,1.24,00:00.0,11,519,42195,12632,42.03024572266919
Running,7/18/18 19:16,Baltimore Running,4.49,439,0:34:28,144,156,174,180,7:40,6:18,193,104,1.21,00:00.0,5,640,42195,12632,96.15049187376992
Running,7/18/18 19:04,Baltimore Running,2.01,150,0:10:31,155,168,182,194,5:14,4:49,16,14,1.69,00:00.0,3,453,42195,12632,7.599358564528835
Running,7/18/18 18:57,Baltimore Running,1.01,63,05:15.2,134,143,186,194,5:13,4:55,10,5,1.66,00:00.0,2,34,42195,12632,15.055729880437529
Running,7/18/18 18:27,Baltimore Running,2.51,210,0:18:02,132,144,174,192,7:11,2:53,110,157,1.29,00:00.0,3,541,42195,12632,4.102106738790312
Running,7/17/18 16:47,Baltimore Running,4.09,359,0:28:23,142,160,172,180,6:57,5:41,246,257,1.34,00:00.0,5,543,42195,12632,45.076724070088815
Running,7/17/18 7:46,Baltimore Running,10.0,923,1:16:12,141,172,174,184,7:37,6:17,693,688,1.22,00:00.0,10,126,42195,12632,56.613280227822656
Running,7/12/18 19:33,Baltimore Running,7.97,674,0:59:25,137,156,174,182,7:27,6:33,610,568,1.24,00:00.0,8,502,42195,12632,96.32930586144958
Running,7/12/18 19:01,Baltimore Running,2.16,179,0:15:24,134,152,174,182,7:08,3:05,96,96,1.3,00:00.0,3,90,42195,12632,79.29726629798056
Running,7/11/18 20:19,Baltimore Running,2.08,186,0:15:53,135,148,172,180,7:39,6:23,119,126,1.23,00:00.0,3,356,42195,12632,94.58750277533493
Running,7/11/18 18:52,Baltimore Running,7.43,623,0:56:32,138,162,176,184,7:36,6:24,772,818,1.21,00:00.0,8,454,42195,12632,55.40267235829639
Running,7/10/18 19:08,Baltimore Running,5.17,496,0:41:09,142,172,172,180,7:58,5:48,405,322,1.17,00:00.0,6,139,42195,12632,25.991897889391456
Running,7/10/18 18:56,Baltimore Running,2.01,170,0:10:42,171,185,182,190,5:20,5:04,14,11,1.66,00:00.0,3,411,42195,12632,19.612564681023493
Running,7/10/18 18:26,Baltimore Running,2.51,195,0:16:42,133,164,176,192,6:39,3:41,107,154,1.37,00:00.0,3,15,42195,12632,50.12379638704617
Running,7/9/18 18:44,Baltimore Running,11.0,964,1:19:06,142,162,174,182,7:11,4:27,926,929,1.29,00:00.0,12,368,42195,12632,2.3446031391498257
Running,7/8/18 11:12,Baltimore County Running,14.98,"1,310",1:40:56,151,175,174,182,6:44,5:22,"1,088","1,077",1.38,00:00.0,15,75,42195,12632,36.750935529133
Running,7/7/18 11:53,Howard County Running,8.48,938,1:12:50,150,185,170,228,8:36,3:37,"1,262","1,255",1.1,00:00.0,9,600,42195,12632,24.514642474595462
Running,7/6/18 18:08,Baltimore Running,6.18,527,0:46:01,137,156,172,184,7:27,5:28,315,318,1.25,00:00.0,7,682,42195,12632,37.74117647338407
Running,7/6/18 17:39,Baltimore Running,1.97,156,0:14:37,127,148,174,180,7:24,6:10,140,147,1.25,00:00.0,2,605,42195,12632,14.594476006426982
Running,7/5/18 17:45,Baltimore Running,7.55,614,0:57:40,133,156,176,184,7:38,4:38,376,365,1.2,00:00.0,8,332,42195,12632,13.246401074600067
Running,7/3/18 21:14,Baltimore Running,5.23,506,0:38:43,145,158,174,180,7:24,6:06,399,385,1.25,00:00.0,6,644,42195,12632,91.38300428561273
Running,7/3/18 21:05,Baltimore Running,1.0,78,05:22.2,160,175,184,190,5:23,4:55,22,34,1.63,00:00.0,1,330,42195,12632,90.06626932142969
Running,7/3/18 20:57,Baltimore Running,1.01,78,05:23.4,162,186,184,208,5:21,4:42,37,26,1.63,00:00.0,2,75,42195,12632,54.77137026797967
Running,7/3/18 20:26,Baltimore Running,2.75,249,0:21:24,134,164,172,190,7:48,5:07,296,280,1.2,00:00.0,3,569,42195,12632,97.81252605280417
Running,7/2/18 18:23,Baltimore Running,8.99,886,1:04:41,152,167,174,184,7:12,5:00,507,514,1.28,00:00.0,9,262,42195,12632,93.79895979600687
Running,7/1/18 19:13,Baltimore Running,13.11,"1,135",1:34:27,146,166,172,180,7:12,5:45,804,766,1.3,00:00.0,14,285,42195,12632,68.95539908856851
Running,6/30/18 18:04,Baltimore Running,9.0,846,1:04:06,151,186,172,194,7:07,4:08,540,540,1.31,00:00.0,10,77,42195,12632,49.78397218223955
Running,6/29/18 18:26,Baltimore Running,9.14,844,1:03:23,150,173,174,182,6:56,5:20,573,570,1.34,00:00.0,10,86,42195,12632,75.90775456940115
Running,6/28/18 18:42,Baltimore Running,9.99,913,1:14:59,142,164,170,230,7:30,4:02,462,457,1.26,00:00.0,10,382,42195,12632,14.93422418463789
Running,6/27/18 17:26,Baltimore Running,8.94,724,1:04:35,138,162,174,186,7:14,5:16,819,820,1.29,00:00.0,9,492,42195,12632,54.53206823115872
Running,6/27/18 9:33,Baltimore Running,3.01,256,0:23:07,131,145,174,180,7:41,6:50,186,191,1.21,00:00.0,4,524,42195,12632,64.34780916099241
Running,6/26/18 18:56,Baltimore Running,9.0,789,1:06:20,140,159,172,180,7:22,4:38,671,671,1.27,00:00.0,9,173,42195,12632,93.11642687231169
Running,6/25/18 18:27,Baltimore Running,10.02,899,1:09:24,148,168,174,182,6:56,2:28,719,712,1.34,00:00.0,11,374,42195,12632,82.53958834496194
Running,6/24/18 16:49,Baltimore Running,12.01,"1,112",1:25:12,151,180,172,182,7:06,2:46,821,835,1.32,00:00.0,13,75,42195,12632,73.16546290500679
Running,6/23/18 16:47,Cherry Hill Running,2.0,167,0:15:30,128,144,172,180,7:45,6:01,91,96,1.2,00:00.0,3,624,42195,12632,7.945214101398035
Running,6/22/18 21:33,Cherry Hill Running,8.0,649,0:54:36,142,163,170,182,6:49,5:43,312,305,1.39,00:00.0,9,433,42195,12632,11.33486040042484
Running,6/21/18 17:04,Baltimore Running,9.0,840,1:03:08,155,172,172,180,7:01,5:33,575,577,1.33,00:00.0,10,104,42195,12632,89.34818037445892
Running,6/19/18 18:56,Baltimore Running,9.0,794,1:05:39,145,179,172,182,7:18,6:05,721,720,1.28,00:00.0,9,65,42195,12632,52.89324870774471
Running,6/18/18 18:31,Baltimore Running,8.04,719,1:02:55,140,160,170,180,7:50,4:57,424,423,1.2,00:00.0,9,430,42195,12632,62.476309808376605
Running,6/17/18 8:17,Philadelphia Running,10.92,"1,006",1:14:10,157,169,176,182,6:47,5:04,276,281,1.35,00:00.0,11,585,42195,12632,23.525658121404426
Running,6/16/18 19:21,Philadelphia Running,7.96,711,0:54:10,151,168,172,178,6:48,3:02,198,202,1.37,00:00.0,8,528,42195,12632,65.19466616202317
Running,6/15/18 18:38,Baltimore Running,7.95,672,0:57:26,142,160,172,180,7:13,5:54,325,328,1.29,00:00.0,8,276,42195,12632,90.27781413585393
Running,6/14/18 19:01,Baltimore Running,8.0,718,0:58:17,147,170,170,182,7:17,5:50,398,396,1.29,00:00.0,8,192,42195,12632,7.076114457755301
Running,6/13/18 18:16,Baltimore Running,8.49,869,1:00:38,163,183,172,182,7:09,4:47,872,827,1.31,00:00.0,9,248,42195,12632,51.47147892722806
Running,6/12/18 18:44,Baltimore Running,7.96,613,0:51:56,149,170,176,186,6:31,5:34,440,447,1.4,00:00.0,8,602,42195,12632,44.75931686566166
Running,6/11/18 18:28,Baltimore Running,6.46,548,0:44:33,148,171,172,182,6:54,5:52,449,444,1.36,00:00.0,7,199,42195,12632,29.89790803895055
Running,6/9/18 15:50,Baltimore Running,6.99,648,0:47:56,159,186,174,182,6:51,5:41,419,421,1.34,00:00.0,7,570,42195,12632,82.51735257588388
Running,6/8/18 18:15,Baltimore Running,7.0,673,0:49:18,159,177,172,182,7:03,5:54,701,710,1.33,00:00.0,8,406,42195,12632,99.45558111716429
Running,6/7/18 18:16,Baltimore Running,6.0,553,0:46:07,143,163,168,178,7:41,6:40,492,495,1.24,00:00.0,7,416,42195,12632,87.25515864124878
Running,6/5/18 18:36,Baltimore Running,5.2,439,0:36:47,146,163,170,180,7:05,5:39,302,297,1.33,00:00.0,6,521,42195,12632,71.61559321669779
Running,6/4/18 18:41,Baltimore Running,6.03,523,0:42:19,150,168,170,182,7:01,6:02,555,545,1.35,00:00.0,7,597,42195,12632,9.066979835668787
Running,6/3/18 18:09,Baltimore Running,7.96,808,0:55:33,170,184,170,182,6:59,4:34,669,679,1.35,00:00.0,8,195,42195,12632,98.18183156357608
Running,6/1/18 18:37,Baltimore Running,6.03,575,0:42:24,159,175,170,180,7:02,5:39,382,387,1.35,00:00.0,7,548,42195,12632,30.437636979670437
Running,5/31/18 18:37,Baltimore Running,5.98,566,0:45:17,149,175,168,246,7:34,6:05,322,322,1.27,00:00.0,6,201,42195,12632,25.755657413524325
Running,5/30/18 18:30,Baltimore Running,4.15,383,0:30:28,147,164,168,176,7:20,5:54,180,177,1.3,00:00.0,5,8,42195,12632,62.20804699943231
Running,5/29/18 18:53,Baltimore Running,4.02,314,0:29:32,150,173,170,178,7:21,6:16,197,204,1.29,00:00.0,5,216,42195,12632,98.08203248447374
